SN,TEST_DATE,IMEI NUMBER,SFR_L,SFR_R,sample
61A3J022703,2019/3/22 03:35,351852100959591,554.6667,559.5733,237
61A3J023089,2019/3/22 03:36,351852100963452,502.8267,452.48,237
61A3J023978,2019/3/22 03:37,351852100972347,578.7429,545.28,237
61A3J021348,2019/3/22 03:38,351852100946044,518.1867,526.72,237
61A3J021908,2019/3/22 03:39,351852100951648,518.7483,536.7467,238
61A3J023039,2019/3/22 03:40,351852100962959,563.8621,511.5733,238
61A3J023090,2019/3/22 03:41,351852100963460,532.6933,541.6533,238
61A3J023067,2019/3/22 03:41,351852100963239,626.0513,582.6133,238
61A3J023055,2019/3/22 03:42,351852100963114,546.1477,526.08,238
61A3J022639,2019/3/22 03:43,351852100958957,623.25,535.04,239
61A3J023349,2019/3/22 03:43,351852100966059,550.4,504.32,239
61A3J022333,2019/3/22 03:44,351852100955896,532.6933,475.7333,239
61A3J023374,2019/3/22 03:45,351852100966307,565.12,603.3067,239
61A3J023035,2019/3/22 03:45,351852100962918,536.1067,529.28,239
61A3J022692,2019/3/22 03:46,351852100959484,578.3881,553.1733,240
61A3J023042,2019/3/22 03:47,351852100962983,571.7333,562.9867,240
61A3J022327,2019/3/22 03:47,351852100955839,548.48,554.0267,240
61A3J022329,2019/3/22 03:48,351852100955854,555.52,510.5067,240
61A3J023064,2019/3/22 03:49,351852100963205,566.4,531.4133,240
61A3J021520,2019/3/22 03:49,351852100947760,561.5775,527.1467,241
61A3J023062,2019/3/22 03:50,351852100963189,565.3333,514.7733,241
61A3J023315,2019/3/22 03:51,351852100965713,563.6267,517.3333,241
61A3J022975,2019/3/22 03:51,351852100962314,595.021,494.2933,241
61A3J022342,2019/3/22 03:52,351852100955987,525.2267,508.5867,241
61A3J023024,2019/3/22 03:53,351852100962801,539.3067,544,242
61A3J023746,2019/3/22 03:53,351852100970028,617.1429,537.3867,242
61A3J022394,2019/3/22 03:54,351852100956506,549.3333,535.04,242
61A3J022023,2019/3/22 03:55,351852100952794,547.0067,445.44,242
61A3J023880,2019/3/22 03:55,351852100971364,523.3067,523.52,242
61A3J023761,2019/3/22 03:56,351852100970176,560.64,528.2133,243
61A3J023072,2019/3/22 03:56,351852100963288,544.2133,557.8667,243
61A3J023762,2019/3/22 03:57,351852100970184,548.0533,508.3733,243
61A3J023114,2019/3/22 03:58,351852100963700,574.7027,548.48,243
61A3J022393,2019/3/22 03:59,351852100956498,558.2933,509.8667,243
61A3J023373,2019/3/22 03:59,351852100966299,522.6667,511.1467,244
61A3J021311,2019/3/22 04:00,351852100945673,557.8667,516.48,244
61A3J021308,2019/3/22 04:00,351852100945640,516.0533,533.76,244
61A3J022649,2019/3/22 04:01,351852100959054,564.0533,545.7067,244
61A3J023690,2019/3/22 04:02,351852100969467,582.8267,568.4324,244
61A3J023879,2019/3/22 04:03,351852100971356,568.7467,483.2,245
61A3J023780,2019/3/22 04:04,351852100970366,558.72,554.24,245
61A3J023350,2019/3/22 04:04,351852100966067,540.8,524.16,245
61A3J023029,2019/3/22 04:05,351852100962850,525.8667,544.4267,245
61A3J023023,2019/3/22 04:06,351852100962793,573.4493,593.3333,245
61A3J023745,2019/3/22 04:06,351852100970010,552.32,526.8188,246
61A3J023070,2019/3/22 04:07,351852100963262,584.7467,520.96,246
61A3J023071,2019/3/22 04:08,351852100963270,570.24,509.8667,246
61A3J021510,2019/3/22 04:08,351852100947661,546.3467,527.1467,246
61A3J023317,2019/3/22 04:09,351852100965739,541.44,532.2667,246
61A3J021885,2019/3/22 04:10,351852100951416,571.7183,586.24,247
61A3J022642,2019/3/22 04:11,351852100958981,589.6533,586.3087,247
61A3J023073,2019/3/22 04:11,351852100963296,553.3867,558.8188,247
61A3J023022,2019/3/22 04:12,351852100962785,576.64,520.7467,247
61A3J021514,2019/3/22 04:13,351852100947703,548.9067,546.56,247
61A3J022337,2019/3/22 04:14,351852100955938,600.1067,556.3733,248
61A3J022024,2019/3/22 04:14,351852100952802,551.2533,520.96,248
61A3J021511,2019/3/22 04:15,351852100947679,550.6133,531.4133,248
61A3J021916,2019/3/22 04:16,351852100951721,203.5973,208.9143,248
61A3J023104,2019/3/22 04:18,351852100963601,582.163,497.92,248
61A3J023116,2019/3/22 04:18,351852100963726,532.2667,473.3867,249
61A3J023890,2019/3/22 04:19,351852100971463,497.4933,544.2133,249
61A3J023066,2019/3/22 04:19,351852100963221,592.9796,527.1467,249
61A3J023763,2019/3/22 04:20,351852100970192,532.6933,568.4571,249
61A3J023027,2019/3/22 04:21,351852100962835,571.0933,552.3862,249
61A3J023069,2019/3/22 04:22,351852100963254,564.6933,540.3733,250
61A3J021512,2019/3/22 04:22,351852100947687,580.0533,539.52,250
61A3J023323,2019/3/22 04:23,351852100965796,564.9067,505.6,250
61A3J023975,2019/3/22 04:24,351852100972313,615.4563,581.3333,250
61A3J021519,2019/3/22 04:24,351852100947752,572.16,544,250
61A3J023155,2019/3/22 04:25,351852100964112,577.2973,518.8267,251
61A3J023057,2019/3/22 04:26,351852100963130,612.2667,525.2267,251
61A3J023068,2019/3/22 04:26,351852100963247,535.68,534.8267,251
61A3J022817,2019/3/22 04:27,351852100960730,540.3733,519.4667,251
61A3J023326,2019/3/22 04:28,351852100965820,537.6,560.9664,251
61A3J023108,2019/3/22 04:28,351852100963643,526.08,458.4533,252
61A3J022691,2019/3/22 04:29,351852100959476,589.44,559.36,252
61A3J022648,2019/3/22 04:30,351852100959047,577.9862,560,252
61A3J023338,2019/3/22 04:30,351852100965945,546.56,512.64,252
61A3J023091,2019/3/22 04:31,351852100963478,587.3475,547.84,252
61A3J023122,2019/3/22 04:32,351852100963783,549.3333,507.9467,253
61A3J023490,2019/3/22 04:32,351852100967461,566.6133,542.9333,253
61A3J023344,2019/3/22 04:33,351852100966000,503.04,545.4933,253
61A3J021918,2019/3/22 04:34,351852100951747,515.2,480,253
61A3J023139,2019/3/22 04:35,351852100963957,538.4533,522.0267,253
61A3J023689,2019/3/22 04:35,351852100969459,534.6133,519.04,254
61A3J022030,2019/3/22 04:36,351852100952869,541.0133,529.4933,254
61A3J023111,2019/3/22 04:36,351852100963676,541.2267,553.6,254
61A3J022032,2019/3/22 04:37,351852100952885,550.6133,547.2,254
61A3J021256,2019/3/22 04:38,351852100945129,500.6933,521.6,254
61A3J023339,2019/3/22 04:39,351852100965952,618.0699,571.7333,255
61A3J023103,2019/3/22 04:39,351852100963593,619.3333,549.2245,255
61A3J023063,2019/3/22 04:40,351852100963197,475.9467,473.3867,255
61A3J022335,2019/3/22 04:41,351852100955912,538.0267,585.3986,255
61A3J023105,2019/3/22 04:41,351852100963619,455.0621,582.2282,255
61A3J022392,2019/3/22 04:42,351852100956480,561.92,516.6933,256
61A3J023692,2019/3/22 04:43,351852100969483,516.0533,492.3733,256
61A3J023075,2019/3/22 04:44,351852100963312,595.4133,540.1342,256
61A3J023328,2019/3/22 04:45,351852100965846,559.7867,526.08,256
61A3J023106,2019/3/22 04:45,351852100963627,578.1477,567.8933,256
61A3J021507,2019/3/22 04:46,351852100947638,549.76,532.48,257
61A3J021947,2019/3/22 04:47,351852100952034,572.5714,558.9333,257
61A3J023054,2019/3/22 04:47,351852100963106,574.4865,588.1081,257
61A3J023615,2019/3/22 04:48,351852100968717,528.64,553.6,257
61A3J022820,2019/3/22 04:49,351852100960763,497.28,507.0933,257
61A3J021896,2019/3/22 04:49,351852100951523,469.5467,475.9467,258
61A3J023489,2019/3/22 04:50,351852100967453,583.3514,527.1467,258
61A3J022818,2019/3/22 04:50,351852100960748,551.4667,522.6667,258
61A3J022338,2019/3/22 04:51,351852100955946,548.0533,491.0933,258
61A3J021385,2019/3/22 04:52,351852100946416,536.1067,578,258
61A3J023093,2019/3/22 04:53,351852100963494,592.9931,556.8,259
61A3J023748,2019/3/22 04:53,351852100970044,604.3733,542.5067,259
61A3J023487,2019/3/22 04:54,351852100967438,523.7333,506.88,259
61A3J023347,2019/3/22 04:54,351852100966034,571.0933,462.5067,259
61A3J023297,2019/3/22 04:55,351852100965531,566.8267,545.7067,259
61A3J023341,2019/3/22 04:56,351852100965978,541.44,507.52,260
61A3J022336,2019/3/22 04:56,351852100955920,529.92,536.6486,260
61A3J023119,2019/3/22 04:57,351852100963759,542.5067,507.52,260
61A3J023121,2019/3/22 04:58,351852100963775,567.1946,495.7867,260
61A3J023094,2019/3/22 04:58,351852100963502,608.4267,507.9467,260
61A3J022687,2019/3/22 04:59,351852100959435,568.1067,534.1867,261
61A3J024345,2019/3/22 05:00,351852100976017,556.5867,556.8,261
61A3J023011,2019/3/22 05:00,351852100962678,582.8267,537.1733,261
61A3J024140,2019/3/22 05:01,351852100973964,489.8133,506.88,261
61A3J021281,2019/3/22 05:02,351852100945376,472.32,477.6533,261
61A3J023823,2019/3/22 05:02,351852100970796,569.8133,525.0133,262
61A3J023782,2019/3/22 05:03,351852100970382,504.5333,494.08,262
61A3J023824,2019/3/22 05:04,351852100970804,577.0667,462.2933,262
61A3J022031,2019/3/22 05:04,351852100952877,613.6774,541.8667,262
61A3J024357,2019/3/22 05:05,351852100976132,490.24,445.6533,262
61A3J022655,2019/3/22 05:05,351852100959112,568.32,508.16,263
61A3J022643,2019/3/22 05:08,351852100958999,592.2222,542.2933,263
61A3J023342,2019/3/22 05:09,351852100965986,556.5867,528.4267,263
61A3J023081,2019/3/22 05:10,351852100963379,517.76,507.9467,263
61A3J021330,2019/3/22 05:11,351852100945863,524.3733,490.4533,263
61A3J023019,2019/3/22 05:12,351852100962751,571.7483,516.2667,264
61A3J023811,2019/3/22 05:12,351852100970671,432.4384,258.5882,264
61A3J022644,2019/3/22 05:13,351852100959005,562.3467,528.2133,264
61A3J024360,2019/3/22 05:14,351852100976165,553.5072,519.8933,264
61A3J023082,2019/3/22 05:14,351852100963387,544.8533,561.7067,264
61A3J021804,2019/3/22 05:15,351852100950608,594.5263,521.3867,265
61A3J022723,2019/3/22 05:16,351852100959799,581.3333,584.2878,265
61A3J024122,2019/3/22 05:17,351852100973782,548.6933,536.4324,265
61A3J021952,2019/3/22 05:17,351852100952083,557.6533,528,265
61A3J023962,2019/3/22 05:18,351852100972180,559.6735,567.4667,265
61A3J023079,2019/3/22 05:19,351852100963353,540.8889,482.7733,266
61A3J024416,2019/3/22 05:19,351852100976728,636.3429,515.2,266
61A3J023099,2019/3/22 05:20,351852100963551,589.8667,530.56,266
61A3J024524,2019/3/22 05:21,351852100977809,533.3333,482.1333,266
61A3J023080,2019/3/22 05:21,351852100963361,491.0933,586.88,266
61A3J023124,2019/3/22 05:22,351852100963809,568.5333,510.2933,267
61A3J023926,2019/3/22 05:23,351852100971828,581.9733,525.2267,267
61A3J022431,2019/3/22 05:23,351852100956878,595.2,557.44,267
61A3J023820,2019/3/22 05:24,351852100970762,564.9067,530.9867,267
61A3J024412,2019/3/22 05:25,351852100976686,574.2933,514.56,267
61A3J022182,2019/3/22 05:25,351852100954386,564.9067,550.4,268
61A3J023889,2019/3/22 05:26,351852100971455,518.1867,542.2933,268
61A3J021332,2019/3/22 05:27,351852100945889,566.5882,537.8133,268
61A3J023032,2019/3/22 05:28,351852100962884,550.6133,511.36,268
61A3J022183,2019/3/22 05:28,351852100954394,569.1733,529.92,268
61A3J024473,2019/3/22 05:29,351852100977296,529.4933,498.3467,269
61A3J023892,2019/3/22 05:30,351852100971489,530.1333,514.3467,269
61A3J023894,2019/3/22 05:30,351852100971505,522.88,554.24,269
61A3J021620,2019/3/22 05:31,351852100948768,559.1467,556.3733,269
61A3J021938,2019/3/22 05:32,351852100951945,533.5467,505.3867,269
61A3J024139,2019/3/22 05:33,351852100973956,563.2,516.6933,270
61A3J024117,2019/3/22 05:34,351852100973733,490.6667,515.84,270
61A3J022029,2019/3/22 05:34,351852100952851,623.2558,560.5369,270
61A3J023618,2019/3/22 05:35,351852100968741,545.0667,493.44,270
61A3J021942,2019/3/22 05:35,351852100951986,605.9355,548.0533,270
61A3J023790,2019/3/22 05:36,351852100970465,526.2933,535.2533,271
61A3J023045,2019/3/22 05:37,351852100963015,578.3467,507.9467,271
61A3J023078,2019/3/22 05:38,351852100963346,520.7467,554.6667,271
61A3J021717,2019/3/22 05:39,351852100949733,526.2933,557.8667,271
61A3J022070,2019/3/22 05:39,351852100953263,545.28,558.2933,271
61A3J024529,2019/3/22 05:40,351852100977858,577.28,524.8,272
61A3J022087,2019/3/22 05:41,351852100953438,558.08,552.1067,272
61A3J022707,2019/3/22 05:42,351852100959633,566.6133,530.9867,272
61A3J024675,2019/3/22 05:42,351852100979318,579.84,541.44,272
61A3J021893,2019/3/22 05:43,351852100951499,539.9195,493.44,272
61A3J021309,2019/3/22 05:43,351852100945657,515.4133,539.9467,273
61A3J022708,2019/3/22 05:44,351852100959641,571.5862,515.84,273
61A3J023641,2019/3/22 05:45,351852100968972,523.7778,524.5867,273
61A3J022724,2019/3/22 05:45,351852100959807,565.3333,553.3867,273
61A3J023817,2019/3/22 05:47,351852100970739,564.5191,536.5333,273
61A3J023923,2019/3/22 05:48,351852100971794,545.7067,520.7467,274
61A3J024474,2019/3/22 05:48,351852100977304,533.3333,542.08,274
61A3J024135,2019/3/22 05:49,351852100973915,570.5481,512.2133,274
61A3J024142,2019/3/22 05:50,351852100973980,557.2267,521.1733,274
61A3J024476,2019/3/22 05:50,351852100977320,542.2466,534.1867,274
61A3J022717,2019/3/22 05:51,351852100959732,580.0805,537.3867,275
61A3J024138,2019/3/22 05:53,351852100973949,552.7467,519.2533,275
61A3J022022,2019/3/22 05:53,351852100952786,497.7067,530.56,275
61A3J023674,2019/3/22 05:54,351852100969301,563.6267,522.88,275
61A3J024594,2019/3/22 05:55,351852100978500,510.08,539.0933,275
61A3J024678,2019/3/22 05:57,351852100979342,521.6,560.64,276
61A3J023913,2019/3/22 05:57,351852100971695,570.6667,531.6267,276
61A3J022704,2019/3/22 05:58,351852100959609,566.4444,571.9467,276
61A3J022725,2019/3/22 05:59,351852100959815,557.8182,510.08,276
61A3J022716,2019/3/22 05:59,351852100959724,570.6309,535.4667,276
61A3J022658,2019/3/22 06:00,351852100959146,563.2,518.6133,277
61A3J023976,2019/3/22 06:01,351852100972321,554.4533,553.8133,277
61A3J024465,2019/3/22 06:02,351852100977213,508.16,498.56,277
61A3J024325,2019/3/22 06:02,351852100975811,549.3333,587.7551,277
61A3J023919,2019/3/22 06:03,351852100971752,527.5733,504.5333,277
61A3J023957,2019/3/22 06:03,351852100972131,552.32,512.2133,278
61A3J022941,2019/3/22 06:04,351852100961977,537.6,530.3467,278
61A3J021333,2019/3/22 06:05,351852100945897,403.4133,404.3636,278
61A3J022645,2019/3/22 06:06,351852100959013,540.5867,558.08,278
61A3J022709,2019/3/22 06:07,351852100959658,531.84,473.3867,278
61A3J021878,2019/3/22 06:08,351852100951341,551.04,450.3467,279
61A3J024328,2019/3/22 06:08,351852100975845,516.9067,527.5733,279
61A3J021428,2019/3/22 06:09,351852100946846,552.32,498.56,279
61A3J024399,2019/3/22 06:10,351852100976553,564.9067,538.24,279
61A3J022446,2019/3/22 06:10,351852100957025,544.4267,516.6933,279
61A3J024419,2019/3/22 06:11,351852100976751,551.8933,516.2667,280
61A3J023320,2019/3/22 06:12,351852100965762,504.7467,478.9333,280
61A3J023077,2019/3/22 06:13,351852100963338,526.9333,538.6667,280
61A3J024676,2019/3/22 06:13,351852100979326,568.4966,545.28,280
61A3J023552,2019/3/22 06:14,351852100968089,535.8933,505.7718,280
61A3J021915,2019/3/22 06:14,351852100951713,480.64,522.4533,281
61A3J022445,2019/3/22 06:15,351852100957017,568.9379,511.36,281
61A3J023352,2019/3/22 06:15,351852100966083,561.0667,514.56,281
61A3J023764,2019/3/22 06:16,351852100970200,591.4483,534.4,281
61A3J022942,2019/3/22 06:17,351852100961985,572.2222,517.5467,281
61A3J023053,2019/3/22 06:17,351852100963098,602.1622,525.8667,282
61A3J024397,2019/3/22 06:18,351852100976538,560.3357,527.36,282
61A3J024402,2019/3/22 06:18,351852100976587,594.3467,527.36,282
61A3J021426,2019/3/22 06:19,351852100946820,579.84,518.8267,282
61A3J023821,2019/3/22 06:20,351852100970770,528.5369,506.24,282
61A3J023863,2019/3/22 06:21,351852100971190,612.1361,499.4133,283
61A3J023754,2019/3/22 06:21,351852100970101,591.1467,505.1733,283
61A3J024314,2019/3/22 06:22,351852100975704,566.6133,525.5302,283
61A3J023084,2019/3/22 06:22,351852100963403,571.0933,534.4,283
61A3J023245,2019/3/22 06:23,351852100965010,543.5733,520.96,283
61A3J023101,2019/3/22 06:24,351852100963577,533.3333,508.16,284
61A3J024390,2019/3/22 06:24,351852100976462,552.96,539.3067,284
61A3J024027,2019/3/22 06:25,351852100972834,547.4133,500.9067,284
61A3J022193,2019/3/22 06:25,351852100954493,558.5067,556.8,284
61A3J024387,2019/3/22 06:26,351852100976439,585.9459,554.0267,284
61A3J024389,2019/3/22 06:27,351852100976454,559.7867,565.12,285
61A3J022580,2019/3/22 06:27,351852100958361,544.64,532.48,285
61A3J022939,2019/3/22 06:28,351852100961951,484.2667,517.5467,285
61A3J022082,2019/3/22 06:28,351852100953388,547.84,518.1867,285
61A3J022383,2019/3/22 06:29,351852100956399,557.44,521.6,285
61A3J023300,2019/3/22 06:30,351852100965564,555.7333,557.6533,286
61A3J024545,2019/3/22 06:30,351852100978013,526.72,497.28,286
61A3J022021,2019/3/22 06:31,351852100952778,579.4133,490.24,286
61A3J021806,2019/3/22 06:31,351852100950624,544.64,556.8,286
61A3J024001,2019/3/22 06:32,351852100972578,552.96,580.6933,286
61A3J022963,2019/3/22 06:33,351852100962199,573.6533,524.5867,287
61A3J022944,2019/3/22 06:33,351852100962009,560.4267,525.44,287
61A3J023458,2019/3/22 06:34,351852100967149,557.8667,593.0811,287
61A3J022443,2019/3/22 06:35,351852100956993,573.8667,519.2533,287
61A3J022657,2019/3/22 06:35,351852100959138,528.8533,520.5333,287
61A3J022106,2019/3/22 06:36,351852100953628,543.7867,521.8133,288
61A3J022084,2019/3/22 06:37,351852100953404,542.72,562.2857,288
61A3J023092,2019/3/22 06:37,351852100963486,554.24,524.8,288
61A3J022829,2019/3/22 06:38,351852100960854,547.7517,546.3467,288
61A3J022718,2019/3/22 06:39,351852100959740,522.4533,483.2,288
61A3J022451,2019/3/22 06:39,351852100957074,533.3333,535.68,289
61A3J022073,2019/3/22 06:40,351852100953297,570.24,548.48,289
61A3J022980,2019/3/22 06:41,351852100962363,546.3467,525.0133,289
61A3J023912,2019/3/22 06:41,351852100971687,561.92,563.6267,289
61A3J021887,2019/3/22 06:42,351852100951432,584.96,557.8667,289
61A3J024582,2019/3/22 06:43,351852100978385,581.9733,552.96,290
61A3J021345,2019/3/22 06:43,351852100946010,572.16,524.8,290
61A3J022961,2019/3/22 06:44,351852100962173,591.5897,518.1867,290
61A3J022514,2019/3/22 06:45,351852100957702,552.1067,533.5467,290
61A3J024022,2019/3/22 06:45,351852100972784,530.3467,504.1067,290
61A3J023460,2019/3/22 06:46,351852100967164,554.4533,602.7755,291
61A3J021508,2019/3/22 06:47,351852100947646,516.6933,520.32,291
61A3J024028,2019/3/22 06:47,351852100972842,588.4564,506.24,291
61A3J024000,2019/3/22 06:48,351852100972560,596.48,509.0133,291
61A3J023862,2019/3/22 06:48,351852100971182,567.8933,544,291
61A3J023127,2019/3/22 06:49,351852100963833,540.5867,544,292
61A3J021301,2019/3/22 06:50,351852100945574,554.2313,564.48,292
61A3J022965,2019/3/22 06:50,351852100962215,546.3467,522.24,292
61A3J021746,2019/3/22 06:51,351852100950020,583.3514,553.6,292
61A3J024566,2019/3/22 06:52,351852100978229,530.3467,496.2133,292
61A3J022330,2019/3/22 06:52,351852100955862,542.08,491.52,293
61A3J022155,2019/3/22 06:53,351852100954113,554.0267,599.4667,293
61A3J024487,2019/3/22 06:53,351852100977437,552.96,568.4324,293
61A3J023614,2019/3/22 06:54,351852100968709,605.0286,537.8133,293
61A3J022581,2019/3/22 06:55,351852100958379,536.5333,528.4267,293
61A3J022178,2019/3/22 06:55,351852100954345,523.7333,552.32,294
61A3J021427,2019/3/22 06:56,351852100946838,512.64,520.5333,294
61A3J022959,2019/3/22 06:57,351852100962157,571.0933,499.4133,294
61A3J024327,2019/3/22 06:57,351852100975837,503.68,521.8133,294
61A3J024401,2019/3/22 06:58,351852100976579,548.9067,544.8533,294
61A3J021743,2019/3/22 06:59,351852100949998,584.1067,580.0533,295
61A3J021744,2019/3/22 06:59,351852100950004,519.04,565.12,295
61A3J024056,2019/3/22 07:00,351852100973121,601.034,537.1733,295
61A3J024065,2019/3/22 07:01,351852100973212,539.9467,544.2133,295
61A3J022047,2019/3/22 07:01,351852100953032,541.8667,558.7027,295
61A3J023003,2019/3/22 07:02,351852100962595,529.4933,540.8,296
61A3J022081,2019/3/22 07:03,351852100953370,567.68,531.4133,296
61A3J022156,2019/3/22 07:03,351852100954121,586.953,474.4533,296
61A3J021720,2019/3/22 07:04,351852100949766,548.5714,536.9128,296
61A3J021349,2019/3/22 07:05,351852100946051,527.36,478.08,296
61A3J021762,2019/3/22 07:05,351852100950186,554.6667,524.16,297
61A3J021631,2019/3/22 07:06,351852100948875,562.56,491.0933,297
61A3J021632,2019/3/22 07:06,351852100948883,500.48,522.6667,297
61A3J024607,2019/3/22 07:07,351852100978633,564.2667,503.68,297
61A3J024170,2019/3/22 07:08,351852100974269,570.0267,503.8933,297
61A3J024058,2019/3/22 07:09,351852100973147,609.3617,522.4533,298
61A3J022728,2019/3/22 07:09,351852100959849,565.3333,550.6133,298
61A3J021645,2019/3/22 07:10,351852100949014,579.3803,531.84,298
61A3J024605,2019/3/22 07:10,351852100978617,587.8919,534.8267,298
61A3J024634,2019/3/22 07:11,351852100978906,159.5493,249.6,298
61A3J024067,2019/3/22 07:12,351852100973238,553.6,534.8267,299
61A3J024553,2019/3/22 07:13,351852100978096,521.8133,486.8267,299
61A3J021350,2019/3/22 07:14,351852100946069,553.3867,525.44,299
61A3J024332,2019/3/22 07:15,351852100975886,550.2282,500.48,299
61A3J023005,2019/3/22 07:16,351852100962611,530.56,534.8267,299
61A3J021722,2019/3/22 07:16,351852100949782,530.6846,521.6644,300
61A3J022254,2019/3/22 07:17,351852100955102,584.5333,550.4,300
61A3J021850,2019/3/22 07:18,351852100951069,516.9067,539.0933,300
61A3J022695,2019/3/22 07:19,351852100959518,527.1467,584.96,300
61A3J024620,2019/3/22 07:20,351852100978765,535.68,446.72,300
61A3J024488,2019/3/22 07:21,351852100977445,512.8533,492.8,301
61A3J024068,2019/3/22 07:22,351852100973246,517.3333,531.84,301
61A3J024045,2019/3/22 07:23,351852100973014,517.5467,448.2133,301
61A3J024563,2019/3/22 07:23,351852100978195,569.3423,527.2483,301
61A3J024115,2019/3/22 07:24,351852100973717,486.4,481.28,301
61A3J023484,2019/3/22 07:25,351852100967404,561.7067,567.2533,302
61A3J021634,2019/3/22 07:25,351852100948909,561.7067,545.92,302
61A3J024608,2019/3/22 07:26,351852100978641,568.32,517.5467,302
61A3J024636,2019/3/22 07:26,351852100978922,625.3521,551.8933,302
61A3J024565,2019/3/22 07:27,351852100978211,541.6533,563.4133,302
61A3J022964,2019/3/22 07:28,351852100962207,521.1733,495.36,303
61A3J023425,2019/3/22 07:28,351852100966810,541.6533,553.0201,303
61A3J022071,2019/3/22 07:29,351852100953271,527.1467,554.8108,303
61A3J021703,2019/3/22 07:30,351852100949592,587.1407,563.5918,303
61A3J024053,2019/3/22 07:31,351852100973097,531.84,522.6667,303
61A3J024485,2019/3/22 07:32,351852100977411,480.2133,574.72,304
61A3J022184,2019/3/22 07:33,351852100954402,482.56,485.12,304
61A3J024050,2019/3/22 07:33,351852100973063,642.8319,517.12,304
61A3J023486,2019/3/22 07:34,351852100967420,556.5867,482.1333,304
61A3J023921,2019/3/22 07:35,351852100971778,509.0133,538.8456,304
61A3J021424,2019/3/22 07:36,351852100946804,572.5867,550.8267,305
61A3J023492,2019/3/22 07:37,351852100967487,545.4933,549.9733,305
61A3J021757,2019/3/22 07:37,351852100950137,519.4667,524.5867,305
61A3J024557,2019/3/22 07:41,351852100978138,559.2381,510.9333,305
61A3J021913,2019/3/22 08:04,351852100951697,622.1395,550.0541,305
61A3J023428,2019/3/22 08:05,351852100966844,562.9867,477.8667,306
61A3J024490,2019/3/22 08:05,351852100977460,548.48,552.1067,306
61A3J024313,2019/3/22 08:06,351852100975696,542.08,538.24,306
61A3J023457,2019/3/22 08:07,351852100967131,599.3577,520.96,306
61A3J022050,2019/3/22 08:07,351852100953065,615.403,516.9067,306
61A3J022579,2019/3/22 08:08,351852100958353,577.92,533.3333,307
61A3J024616,2019/3/22 08:08,351852100978724,534.4,514.9867,307
61A3J024540,2019/3/22 08:09,351852100977965,551.8933,541.8667,307
61A3J021712,2019/3/22 08:10,351852100949683,534.6133,443.7333,307
61A3J023924,2019/3/22 08:11,351852100971802,527.1467,509.8667,307
61A3J021647,2019/3/22 08:11,351852100949030,560.64,499.2,308
61A3J023289,2019/3/22 08:12,351852100965457,624.4324,511.5733,308
61A3J022646,2019/3/22 08:12,351852100959021,551.68,523.52,308
61A3J022384,2019/3/22 08:14,351852100956407,633.985,542.2933,308
61A3J023944,2019/3/22 08:15,351852100972008,585.1111,534.4,308
61A3J023733,2019/3/22 08:16,351852100969897,564.0533,531.2,309
61A3J022726,2019/3/22 08:16,351852100959823,502.4,584.3288,309
61A3J022968,2019/3/22 08:17,351852100962249,573.2267,569.4184,309
61A3J024539,2019/3/22 08:17,351852100977957,555.52,515.2,309
61A3J022783,2019/3/22 08:18,351852100960391,554.0267,563.2,309
61A3J021663,2019/3/22 08:19,351852100949196,540.3733,539.7333,310
61A3J023059,2019/3/22 08:19,351852100963155,540.3733,543.5676,310
61A3J022985,2019/3/22 08:20,351852100962413,564.2667,553.6,310
61A3J021888,2019/3/22 08:21,351852100951440,511.5733,474.6667,310
